	er-cv	name	ssn	weight	relationship	alt	trombocyty	hematokrit	indicator	ast	alp	leukocyty	erytrocyty	etytr	hemoglobin	hbver	smoker
1664	64.33157	Daniel Snyder	068-33-4997	47.59790	single	1.70303	5.08346	5.96683	1.00000	54.50404	79.07920	7.29082	7.06708	8.56550	6.69632	5.25599	no
1665	39.26878	Eduardo Crawford	564-41-6812	-3.46571	married	1.94308	5.79854	7.31430	1.00000	39.00600	91.23045	6.36695	5.67150	6.31328	6.22081	6.34965	yes
1666	55.89060	Ryan Dawson	875-61-6088	80.44305	separated	3.18977	6.34408	7.09024	1.00000	38.61978	71.00563	4.63404	7.38542	8.02274	7.14148	6.65245	Y
1667	43.59625	Aaron Hernandez	733-82-6473	120.55917	single	1.99383	6.03385	8.17894	0.00000	45.70895	62.66616	4.73732	4.53922	7.67633	5.10600	4.80374	no
1668	63.06272	James Parker	327-60-0990	6.34275	married	1.87123	5.63406	5.88121	1.00000	33.92849	72.44120	3.43232	4.82294	7.40680	5.45158	5.98952	no
1669	47.91884	David Wagner	384-78-0286	33.22337	single	2.07524	4.26523	8.18389	1.00000	44.63950	31.38543	6.85286	4.75511	8.29119	3.97133	5.69719	no
1670	42.44935	Jeremy Williams	014-07-4393	24.58017	married	1.18374	6.51175	6.87449	0.00000	33.80251	79.40934	4.95624	4.93145	7.68702	5.48030	4.27363	no
1671	67.21251	Gabriel Jackson	573-25-6636	29.24121	separated	1.22069	5.80075	5.36172	0.00000	53.79686	52.91817	4.33172	4.89341	8.42057	4.77420	6.34812	yes
1672	56.47084	Andrea Warren	573-19-3567	84.48268	nop	1.72996	6.53271	5.74450	1.00000	33.28189	20.88432	8.81854	3.27291	7.63312	3.93182	6.80492	Y
1673	45.34868	Stacey Rodgers	524-56-4716	40.45642	divoced	1.55712	6.83502	7.46924	1.00000	38.14733	48.99528	8.59192	4.00298	7.71574	4.77346	6.03691	no
1674	76.33857	Nicole Nash	659-24-0801	35.98938	separated	2.66314	6.93962	4.48863	0.00000	42.67377	39.27572	7.10794	7.24094	10.47664	8.00414	5.82709	no
1675	26.50286	Caleb Gonzalez	213-85-9674	78.61371	married	1.96423	6.32159	7.10165	1.00000	43.78623	83.58208	8.67488	4.04805	7.59333	6.47082	6.09083	yes
1676	48.51239	Steven Reyes	774-96-6376	63.85555	widowed	1.75036	5.74426	5.98336	0.00000	35.95252	26.05833	5.18826	5.10133	9.31538	8.54466	7.82452	Y
1677	65.46757	Jasmin Lewis	286-57-8697	68.12868	married	2.44283	7.30963	8.05583	1.00000	64.59401	70.79627	8.53104	4.59935	7.31794	5.20940	6.72162	no
1678	20.95070	Megan David	284-42-2020	36.52426	divoced	1.09094	4.45166	7.05582	1.00000	59.73780	22.64185	6.74267	6.14942	7.30806	4.02643	5.77237	no
1679	27.97303	Dylan Mccann	319-03-8817	81.48811	divoced	3.66784	5.32270	5.15583	0.00000	28.84464	11.21954	6.07490	7.99141	7.10259	3.56220	7.79560	Y
1680	43.90893	Valerie Morales	075-17-3691	122.85444	married	2.09196	6.58841	6.38466	1.00000	68.06796	81.56780	4.48404	5.94820	7.74258	5.62133	5.11479	Y
1681	72.37534	Beth Smith	425-25-0280	132.67568	single	1.46307	6.58388	3.87618	0.00000	45.14056	92.40490	4.91696	4.13645	6.19118	6.68988	9.16314	Y
1682	31.54405	Hannah Chandler PhD	716-73-7753	40.56306	married	1.90465	7.96125	7.16481	0.00000	44.12833	26.26389	6.52673	6.52848	10.39398	8.43432	4.91811	no
1683	59.29398	Steven Davis	440-65-3174	102.40281	nop	1.85088	6.50268	5.91000	1.00000	35.22935	37.44402	8.14882	3.92536	8.26832	4.34229	5.09891	no
1684	75.33544	Christine Todd	301-98-0393	83.07227	divoced	5.93455	7.31134	7.06221	1.00000	54.30718	16.10922	5.70822	8.21731	6.66692	8.89579	5.12060	no
1685	38.74405	Chad Coleman	592-47-2591	79.72970	nop	6.47653	8.19494	6.27504	1.00000	52.94366	19.58909	4.86111	8.42784	7.60520	8.85699	5.31652	N
1686	67.27870	Tracey Gaines	611-89-9918	64.55734	divoced	1.39481	6.31821	4.02084	1.00000	26.76726	18.74453	2.65115	3.71227	8.10158	3.83834	7.06535	yes
1687	50.93571	James Walker	273-66-1120	14.55394	single	2.44887	7.73306	3.99713	0.00000	46.70536	78.04027	5.87456	5.77158	6.90420	6.82350	5.14149	N
1688	76.18122	Brandy Douglas	057-53-2644	84.46673	widowed	1.83088	5.95115	5.82245	0.00000	36.38717	47.67052	3.44239	3.28273	8.64600	4.44941	5.32934	yes
1689	62.12008	Kaitlyn Campbell	054-60-6710	80.21868	divoced	2.60481	6.67262	6.47482	1.00000	58.30038	19.91950	6.20864	6.20874	7.93315	3.63044	6.62597	no
1690	33.59594	Yvonne Tran	583-32-1143	63.73856	divoced	1.91075	6.84624	5.43661	0.00000	40.44878	13.61465	2.66081	3.47655	7.22149	8.87332	7.29687	no
1691	62.45547	Elizabeth Merritt	023-76-0436	53.43427	divoced	2.16695	6.47714	5.36443	0.00000	64.18308	19.57352	4.73578	5.66233	7.96437	4.00969	7.54772	Y
1692	58.22374	Brittany Mitchell	850-93-2613	81.64921	single	3.09431	8.80336	5.83895	0.00000	67.19112	36.32402	5.51436	6.96753	7.64159	4.39301	6.55310	yes
1693	71.59481	Nathan Chung	394-60-8694	98.10838	nop	13.44371	7.38849	7.77410	1.00000	23.53247	12.43259	6.27945	9.45403	6.92048	9.62939	7.02291	yes
1694	31.35346	Joseph Rice	131-37-9225	90.71281	divoced	2.31732	6.65728	7.20845	0.00000	39.81679	74.33356	3.63622	5.45314	7.91902	5.52000	6.51195	yes
1695	65.34804	Jeremy Scott	471-69-4189	82.51570	single	3.70229	7.10298	5.42041	1.00000	35.72180	87.83860	6.20214	7.45374	6.97134	6.88168	6.58555	N
1696	61.86468	Cynthia Wilson	704-49-1949	53.69891	divoced	2.34975	5.35685	6.18209	0.00000	56.98433	64.69062	6.35032	6.86317	6.88813	5.27976	5.27479	no
1697	27.10116	Philip Campbell	608-86-4967	1.95237	married	2.60404	7.87510	7.46496	1.00000	39.62290	61.06247	3.90523	6.69245	7.34477	7.62744	6.74728	yes
1698	74.61010	Jared Ware	850-91-7082	80.44086	nop	12.50759	7.44414	4.61399	1.00000	49.96951	18.33282	5.19286	9.29733	7.83388	9.48594	6.49959	no
1699	77.84787	Kevin Murphy	714-83-8717	133.88198	married	1.84195	5.89954	6.40541	0.00000	29.35729	59.08206	2.44158	3.40328	11.22272	11.40490	7.12488	no
1700	71.47656	Charles Levy	405-76-8408	74.20008	divoced	1.83937	5.47705	6.66852	0.00000	30.70056	82.81474	4.54111	3.51935		5.87193	5.48342	Y
1701	33.54569	Elizabeth Garcia	764-95-3279	68.00121	single	1.41467	6.09488	5.43375	0.00000	41.75651	83.92809	5.02011	5.06178	6.41275	6.98439	7.64139	yes
1702	47.93256	Amanda Armstrong	437-04-4001	-15.64597	married	10.61524	6.50592	6.26543	1.00000	54.00206	2.24722	5.30046	9.12954	7.62626	9.35175	6.19017	no
1703	66.11687	Rachel Stokes	101-84-0693	59.28641	separated	2.95275	6.04230	5.01381	0.00000	37.18781	84.11585	6.38742	6.59158	6.95221	5.79571	5.02613	yes
1704	65.47566	John Andersen	319-55-3163	109.12755	widowed	3.40376	6.16380	6.98614	1.00000	64.86386	64.20934	6.70327	7.83015	6.41654	7.58793	7.18513	no
1705	63.28803	Jessica West	484-98-8417	104.39773	single	2.20021	5.08293	6.41831	0.00000	43.98848	77.46617	4.73728	4.44548	6.24889	7.06776	7.76357	no
1706	50.24710	Kimberly Jenkins	826-83-3354	83.85138	separated	2.69712	6.71155	4.30339	0.00000	40.65426	89.40050	5.44406	6.53058	7.22487	6.10962	6.91234	yes
1707	31.00319	Maria Martin	553-43-8109	0.91728	divoced	2.36708	7.54759	7.55918	0.00000	36.66558	25.11520	3.17088	3.86676	7.21537	8.64577	6.89442	Y
1708	71.92167	David White	143-11-2572	65.02908	nop	18.80034	6.40395	6.51161	1.00000	48.93194	19.26445	4.80595	9.82512	8.52717	9.74606	3.41131	Y
1709	64.17128	Benjamin Williams	762-66-2532	107.29177	nop	1.48461	6.15959	5.57976	0.00000	36.05417	54.24570	5.50874	5.04506	8.42413	7.60784	5.37491	no
1710	59.24868	Michael Dickerson	315-06-2557	-17.68458	widowed	1.38365	6.21803	6.25330	1.00000	75.00439	20.37690	7.43049	4.76019	7.88257	3.88940	6.52497	Y
1711	45.53290	David Morse	055-32-7183	102.97798	single	1.56786	6.14743	7.11805	0.00000	47.09465	50.54644	4.87405	5.09233	7.74721	4.86983	5.86935	Y
1712	53.75614	Mary Hines	526-09-0085	79.91118	nop	45.66736	6.52491	6.06108	1.00000	50.79220	48.76696	6.95631	10.77517	6.83322	11.00284	6.59146	yes
1713	45.55494	Charles Myers	475-51-7075	-13.11459	single	2.75174	5.26005	6.85914	0.00000	34.87729	13.05786	5.06319	6.94024	8.38547	3.61058	6.23756	yes
1714	44.28766	Taylor Hall	204-03-6025	22.86932	nop	1.65735	6.08849	7.04964	1.00000	30.72177	76.57912	6.94824	6.25218	6.63150	5.38572	6.38611	yes
1715	56.55042	Patrick Robinson	170-96-3503	89.06446	divoced	4.88662	5.74041	4.07571	1.00000	51.33558	74.19497	6.89393	8.09263	6.88612	7.22720	5.34623	no
1716	52.70365	Alexander Berry	605-79-9880	79.82682	divoced	2.83384	6.60378	5.57393	0.00000	46.34137	11.97572	5.05777	6.52351	7.91474	3.45575	4.54951	no
1717	28.87646	Sara Bailey	187-71-3529	40.16577	separated	2.59258	7.76741	4.71084	1.00000	24.81572	67.76039	8.99002	3.96672	7.63805	5.27929	4.96359	Y
1718	52.82644	Erica Thompson	748-86-3685	54.89668	single	1.78649	5.05102	7.91088	0.00000	42.01340	79.81901	6.19480	5.55085	6.13144	6.16878	6.82881	no
1719	52.93482	Angela Reeves	853-65-4408	4.39820	single	9.99147	5.12020	5.87840	1.00000	43.44318	17.25466	5.16905	9.12816	7.87322	9.18467	6.56083	yes
1720	38.02944	Christopher Torres	690-94-5604	129.13849	widowed	2.91150	6.13939		0.00000	45.65672	17.38389	6.87481	7.21894	11.46311	8.83242	6.09962	Y
1721	45.88681	Ryan Rose	746-47-8170	28.03400	separated	1.14454	6.71725	7.76508	1.00000	38.36981	80.21258	2.46655	5.91941	8.32564	6.85657	6.02763	no
1722	65.48956	Harry Henderson	827-71-1979	3.64438	married	2.52441	7.00051	5.89524	0.00000	58.26659	62.37655	4.39744	4.24012	7.07889	7.52500	6.58459	no
1723	47.17885	Kristen Jackson	045-48-3577	56.28182	married	3.10085	6.16534	7.52949	1.00000	47.40441	79.42492	5.20117	7.22826	7.56636	6.93959	6.74441	Y
1724	45.69583	David Johnson	740-40-1481	1.55397	single	2.06497	6.21147	5.58394	0.00000	42.50155	48.74436	5.68867	5.90362	8.82742	7.98618	6.75437	no
1725	65.51253	Andrew Holt	001-83-3572	208.55883	widowed	2.61170	3.98126	5.32289	1.00000	49.96721	37.97865	9.24652	3.30291	7.40625	4.49737	6.05169	no
1726	55.78310	Brooke Craig	518-34-1261	21.60083	nop	1.49541	5.80667	7.00313	1.00000	70.04893	70.01821	7.36093	4.62505	7.52569	5.37182	5.85375	yes
1727	33.34744	Loretta Gonzalez	015-87-8423	39.17054	nop	1.74437	4.60440	4.47904	1.00000	37.85747	75.84589	4.37617	5.80664	7.67405	5.60634	5.23062	no
1728	35.14399	Marilyn Moore	223-17-3731	36.48332	divoced	2.61046	6.60074	6.43108	1.00000	47.90697	91.95566	2.69125	5.96477	8.46081	6.47815	5.55307	yes
1729	57.73656	Kaitlin Walton	855-36-8323	98.22940	single	2.56096	7.05474	7.43480	1.00000	46.59377	32.35676	6.44772	6.35558	6.87303	4.26808	6.62068	Y
1730	36.45857	Gina Stark	133-46-9198	67.30966	married	8.57028	5.42923	6.25730	1.00000	48.97671	13.48821	5.43356	8.88437	7.50302	9.02413	6.54003	yes
1731	60.08308	Philip Odonnell	480-33-6885	141.08231	divoced	2.12079	6.05539	6.21708	0.00000	29.28214	61.80895	3.99624	3.97993	6.59693	7.40720	6.92612	no
1732	74.49718	Albert Peters	730-56-5673	73.52387	married	2.79712	5.22744	7.40230	1.00000	47.95804	8.15547	5.26228	5.87649	9.10899	3.00531	7.43146	no
1733	35.39158	Barry Bennett	867-46-4287	68.73448	single	3.37521	5.31042	6.83669	0.00000	36.54577	0.00000	5.34713	6.86574	7.32427	3.48695	4.59377	Y
1734	41.78745	Sarah Morgan	455-24-4484	92.17631	widowed	2.50865	6.42437	5.60642	0.00000	44.45707	65.39494	5.47090	5.60942	7.89728	7.22179	6.70469	no
1735	57.46972	Tina Lee	781-62-2942	93.33193	divoced	1.92482	4.38721	7.01873	0.00000	51.46123	72.92672	4.67441	4.61312	6.69914	7.15470	5.71394	no
1736	72.43372	Cody Ross	367-89-3151	69.02787	married	2.85811	8.42495	5.29286	1.00000	47.89717	77.72421	6.26638	6.91955	6.92791	5.71209	4.69598	no
1737	42.06090	Maria Ross	080-45-2895	87.94186	separated	1.96048	5.52855	6.60310	1.00000	38.57961	43.91145	7.83286	4.55291	7.72130	4.37679	6.96377	no
1738	64.38783	James Banks	255-37-2115	82.02682	divoced	2.07228	4.61582	7.39502	0.00000	44.94098	65.43579	6.30081	6.73651	8.93359	7.54937	7.39255	no
1739	49.62542	Justin Morales	893-55-8811	20.62893	single	2.16610	6.44294	6.51081	1.00000	54.60378	78.90331	7.23441	5.44395	7.02492	5.51056	6.96512	no
1740	54.89175	Victoria Brown	447-15-3407	52.89709	separated	2.23985	6.65349	5.57151	0.00000	72.42327	56.16226	5.70692	6.02132	6.86237	4.96937	7.48169	no
1741	35.64971	Matthew Mays MD	718-68-7143	47.51054	divoced	7.85254	7.71439	6.52506	1.00000	39.61394	25.90220	5.94191	8.75397	7.25912	8.62927	6.43315	Y
1742	56.96228	Debra Brown	379-43-0576	116.84135	divoced	2.39933	7.07294	8.14044	1.00000	25.53281	82.44308	7.18994	5.49000	7.13970	5.52636	6.43355	no
1743	7.24348	Jamie Walker	276-34-6805	104.25556	divoced	0.48158	5.98452	5.96305	0.00000	66.32091	92.46874	5.68829	5.41364	6.83993	5.82040	6.98140	no
1744	33.36972	Brianna Walker	326-65-4295	64.64601	widowed	6.23156	6.68553	7.36987	1.00000	47.05865	28.14705	4.37186	8.43229	8.13896	8.61187	6.69918	no
1745	56.51892	Leonard Joseph	014-34-5698	83.64256	separated	1.68828	5.36658	7.69209	0.00000	51.32627	79.45249	4.40038	2.97617	7.87517	6.34526	7.10739	no
1746	59.23778	Pamela Williams	522-15-4869	96.74137	nop	2.96881	6.01929	5.23236	1.00000	30.79766	79.71018	6.92955	6.36271	6.12194	5.79478	4.44188	yes
1747	37.64701	Wendy Carey	072-62-5691	73.70918	single	1.94634	5.57216	6.39474	1.00000	41.37193	32.71587	4.34813	4.35956	7.00083	4.29543	3.81856	no
1748	30.37296	Elizabeth Garcia	764-95-3279	61.74817	widowed	1.77712	7.22782	7.41639	0.00000	38.92339	86.64864	5.20593	4.54450	5.71247	6.17961	5.66643	yes
1749	35.49300	Edward Wolf	092-37-0440	58.57273	married	5.17308	6.68347	7.17576	1.00000	52.23471	63.33704	7.45131	8.10054	6.29122	7.42716	6.32153	no
1750	39.81345	Nicholas York	353-89-0284	10.80751	single	2.05140	4.72955	5.58250	1.00000	49.91978	25.37642	8.00482	3.50782	8.95488	2.23174	6.11828	Y
1751	28.82253	Amy Coleman	290-13-8620	41.35939	single	1.62762	8.65637	4.63525	1.00000	39.60452	23.58761	6.70759	5.26687	7.98724	3.60227	5.69915	no
1752	39.94805	Holly Gonzalez	042-70-9949	30.68301	divoced	1.18061	7.95196	5.49131	1.00000	64.00096	85.18484	9.18617	3.63374	7.40615	6.61770	6.04471	N
1753	26.77318	Kimberly Jenkins	647-50-5322	120.38406	nop	3.16144	6.48918	6.63247	1.00000	70.27661	84.70608	6.98092	7.60378	7.16818	6.12713	6.33620	N
1754	45.47951	Renee Day	817-91-0442	27.53418	divoced	2.01737	5.17824	6.29237	1.00000	26.72718	91.55344	5.44231	4.37732	7.01802	6.25243	7.17842	no
1755	51.61952	Dr. Caroline Zimmerman	748-26-7764	97.09209	single	2.70522	7.27511	5.79999	1.00000	44.37748	12.94008	7.69100	6.51890	5.62829	9.02481	6.69383	yes
1756	36.11542	Katie Lopez	890-32-9145	50.69454	married	5.32243	6.52289	8.31856	1.00000	33.45231	49.12008	5.75053	8.17166	7.38743	7.88113	8.41732	no
1757	49.45539	Beth Watkins	130-53-2015	64.39465	married	2.59025	6.51335	6.14876	1.00000	59.83667	55.89760	8.74826	4.73246	6.78542	7.67943	6.18283	Y
1758	58.71063	Christina Hawkins	716-98-7215	63.85233	married	3.23943	6.51696	6.51319	1.00000	70.40055	73.61385	5.11336	7.30935	7.46350	7.25742	7.32318	no
1759	49.23381	April Hooper	325-36-2942	96.81658	single	1.72425	5.73207	4.72885	1.00000	49.06930	15.65845	7.21140	5.27438	7.60837	3.69452	6.12208	no
1760	27.77460	Kayla Meyer	082-15-4304	41.52803	married	4.31293	7.38917	8.19678	1.00000	59.75591	57.99918	4.36539	7.63497	8.09136	7.71842	7.06026	no
1761	63.16714	William Brown	150-69-6532	140.84907	divoced	1.32778	5.57336	7.51706	0.00000	60.76134	87.23214	5.06898	4.15186	7.40728	5.91946	5.11243	no
1762	45.96163	Martin Pitts	069-29-7028	106.83604	single	1.89061	5.92999	6.68275	0.00000	56.50870	26.21315	4.77232	5.15332	8.42160	8.44304	7.09702	no
1763	54.46705	Matthew Schmidt	744-05-1087	123.33208	single	2.55356	6.12085	7.26117	1.00000	44.02791	75.70895	5.63900	7.28017	7.10299	7.04849	5.61653	no
1764	35.22821	Adrienne Brady	793-23-7280	21.56556	married	2.52801	7.19843	6.10267	0.00000	38.13252	57.06878	5.99830	6.03509	7.85011	7.52221	6.65137	no
1765	71.44434	Katherine Allen	645-87-9168	153.56039	married	2.24840	6.82831	6.30728	0.00000	41.16782	49.32173	6.00788	3.30041	5.91861	7.85347	4.90679	yes
1766	38.78150	Anthony Gonzalez	710-79-6772	97.93583	nop	1.49620	5.06025	7.96701	0.00000	57.53606	87.54581	5.37047	5.46956	5.54634	6.10472	6.88790	yes
1767	69.46109	Beth Smith	425-25-0280	55.44650	married	1.53950	5.71506	7.26759	0.00000	46.88286	11.81040	3.58377	5.29760	9.18079	3.09730	7.15349	no
1768	63.03667	Christina Torres	265-92-3866	98.83239	single	1.91785	7.69063	6.14500	1.00000	62.71276	86.57805	4.51827	6.07105	7.68682	5.79692	6.40552	Y
1769	65.87671	Brittany Mitchell	850-93-2613	59.80621	widowed	1.85956	5.54302	5.98605	1.00000	31.49882	14.31492	6.65075	4.23764	9.33383	2.55887	6.03963	no
1770	49.72478	Kristin Kerr	515-07-0364	20.52262	single	10.91715	6.36577	5.92142	1.00000	39.73752	11.65209	5.31694	9.31833	7.96906	9.18484	5.02464	yes
1771	43.65949	Jose Anderson	164-21-5279	112.38317	nop	2.23751	6.11137	6.88780	0.00000	30.24753	77.84889	5.98119	5.56903	7.82964	7.09892	6.16473	no
1772	37.30225	Brianna Lin	790-83-0957	65.96578	divoced	2.36227	7.86723	5.98387	0.00000	41.19014	73.37472	5.43112	5.28054	7.15766	7.00948	5.65863	no
1773	53.33248	David Mann MD	694-45-8563	70.04480	single	1.42288	6.20216	6.72916	0.00000	47.77642	90.00474	6.17905	4.69068	6.05520	6.72975	6.34692	Y
1774	49.76737	Martin Pitts	069-29-7028	48.68154	single	0.96313	5.10209	6.45061	1.00000	55.16532	69.16336	7.59193	5.90850	7.02627	5.37894	5.22154	no
1775	46.51084	Randy Taylor	251-71-8133	51.40200	married	5.93927	6.39388	4.83728	1.00000	47.38247	17.36842	5.42178	8.40889	6.72472	9.30823	5.99609	no
1776	53.41640	William Martin	506-58-5177	37.59049	married	1.92128	6.54221	5.71069	1.00000	34.84412	84.74431	5.10324	6.43044	7.44198	6.00148	7.04985	Y
1777	34.50553	Mrs. Jasmine Anderson	301-13-1786	86.39742	widowed	3.21437	7.12696	6.75277	1.00000	44.17829	81.54436	4.49402	7.07166	7.77121	7.05225	5.49727	no
1778	53.95241	Seth Stone	585-12-1107	45.95873	divoced	1.50294	6.74093	4.16022	0.00000	69.31153	83.90720	4.41906	3.34961	7.47546	5.70008	4.31062	no
1779	34.80709	Charles Williams	161-22-4404	98.50408	separated	5.35255	5.02803	5.94953	1.00000	42.02198	42.59131	5.31908	8.43320	8.05406	7.95387	6.60884	no
1780	50.49285	Brian Hayes	078-66-3735	24.93694	separated	2.26745	5.20182	5.40104	1.00000	32.25331	66.79057	7.17210	5.67363	7.48932	5.31959	7.84254	no
1781	52.39392	Ana Doyle	192-87-9525	133.52369	single	3.61149	7.81215	6.23053	1.00000	22.77644	67.18546	4.84035	7.59220	7.84920	7.37014	6.01888	no
1782	66.21360	William Miller	027-09-5244	46.34728	single	1.64493	6.97622	6.59815	0.00000	45.17586	73.12184	4.70577	2.59805	7.27954	7.13417	5.52726	no
1783	55.11267	Nicole Barry	731-15-7416	95.90409	nop	4.95671	5.86584	6.79846	1.00000	49.35645	41.42970	4.57950	7.98621	8.14961	7.90821	5.57851	yes
1784	50.18838	Daniel Gray	574-72-8370	102.54546	divoced	12.00238	5.74428	5.26597	1.00000	24.48571	36.22774	4.28926	9.24080	7.67899	10.51611	6.57349	N
1785	63.26912	Manuel Martinez	501-22-5815	34.96636	nop	52.90135	8.25014	5.67412	0.00000	47.26745	20.04045	8.46074	10.94356	5.13157	3.78666	6.98967	no
1786	49.98574	Brandy York	523-94-1748	64.43877	divoced	2.42922	5.82782	5.59743	0.00000	70.58143	51.37292	5.69316	6.44133	7.16329	4.60604	7.24423	no
1787	44.61185	Jeremy Lopez	863-89-6063	94.45892	divoced	2.54562	6.14141	7.97869	1.00000	48.94100	86.78196	5.64450	6.42828	6.77088	6.26574	5.03970	N
1788	48.67499	Hannah Rodriguez	094-73-0881	97.39393	widowed	1.25764	6.25220	5.79794	1.00000	42.03718	80.44267	4.56614	5.79513	7.32997	5.78651	7.23161	no
1789	30.75267	John Warren	270-21-3169	86.86033	separated	2.77054	8.33353	8.33296	1.00000	31.97870	78.13240	4.73018	6.62697	7.19047	6.95752	4.71465	no
1790	59.74342	Albert Colon	536-58-7358	56.82230	separated	2.05992	5.83590	7.90761	0.00000	47.61433	67.39355	6.36784	6.27358	5.12695	5.37507	5.57107	N
1791	50.44346	Mathew Maddox Jr.	818-42-1564	135.76410	nop	1.27882	6.54188	5.95708	0.00000	57.30047	76.74625	5.59583	5.69895	6.94420	6.91421	5.43562	Y
1792	46.07263	Craig Norris	001-88-0322	83.10648	married	1.96836	4.49198	6.88975	1.00000	37.72611	89.03835	6.57237	6.30820	7.38273	5.90074	6.00447	yes
1793	62.05875	Emma Contreras	544-67-0936	107.27869	married	6.30812	6.39909	6.41112	1.00000	28.89857	43.63519	5.11225	8.39525	8.13904	7.90929	6.47136	no
1794	54.91260	Erin Medina	686-32-0533	66.38882	separated	1.38622	6.64936	5.19932	0.00000	39.90533	89.82266	4.14510	3.13595	7.64933	5.60470	5.53079	no
1795	24.68211	Loretta Thomas	529-07-6916	75.23531	widowed	2.73539	6.56776	5.68538	0.00000	30.40528	71.36007	5.85034	6.45540	8.05800	7.43053	7.28199	no
1796	60.56925	Cynthia Jones	832-01-1634	26.72163	married	2.65134	6.22962	5.83877	1.00000	49.17367	23.20126	7.95596	4.02823	7.74073	3.72469	6.87976	Y
1797	58.07149	Jared Ryan	674-13-8664	86.33564	widowed	1.24890	5.71691	6.07637	1.00000	34.87226	77.43344	9.63112	2.76352	8.21297	5.38359	5.57848	yes
1798	38.97022	Patrick Peterson	377-26-4819	66.20813	widowed	2.63264	7.42524	6.37589	1.00000	35.37097	81.45114	6.68455	7.19829	6.23896	7.03403	5.71642	N
1799	53.64480	Matthew Soto	897-71-3798	135.79073	widowed	1.88321	6.74359	5.91534	0.00000	49.40881	86.72726	5.57881	5.10256	5.29950	5.80228	5.50067	no
1800	61.83613	Erin Medina	686-32-0533	93.81184	divoced	3.02352	5.81264	4.55550	0.00000	46.05516	33.60930	5.31031	7.38204	7.81288	4.27926	7.22879	yes
1801	16.70553	Lori Roth	484-84-2335	39.32652	separated	2.29748	8.60056	6.72643	1.00000	38.50165	70.66676	5.15033	6.78539	6.68203	7.30291	5.24720	no
1802	43.61249	Ryan Allen	838-20-1018	42.57715	divoced	4.95203	5.76939	7.54736	1.00000	33.49481	39.86986	5.26848	7.93852	7.34814	8.06313	8.02885	Y
1803	48.39569	Karen Olson	479-24-1477	9.88603	widowed	1.70405	5.85052	6.86677	0.00000	48.84877	71.02432	5.95352	5.64738	6.09493	5.23596	6.97399	no
1804	60.16566	Andrew Copeland	196-72-9878	116.72850	married	1.57110	7.19577	7.31837	0.00000	41.49391	84.45502	4.59772	3.51130	7.59631	5.67369	6.17661	no
1805	44.89889	Tiffany Fisher	030-36-3148	59.69104	divoced	3.67256	4.13604	5.64586	1.00000	30.98006	21.98640	4.35111	7.86585	7.46933	8.79352	7.55272	yes
1806	37.67446	Barry Martin	001-37-5496	74.50261	single	2.40952	6.24266	8.61095	1.00000	39.68221	48.88094	9.52623	4.05127	6.52743	7.84979	7.63203	no
1807		Ashley Daniel	709-24-6923	37.53938	widowed	2.66086	7.89718	5.55813	1.00000	36.06385	79.77186	3.40648	6.67521	8.50167	6.79322	7.56951	no
