	birthdate	current_location	blood_group	name	address	company	ssn	sex	race
653	07/18/1924, 00:00:00	(Decimal('-71.0698125'), Decimal('142.152647'))	B-	Cathy Campbell	"4234 Wanda Path Apt. 952
Johnport, DE 85971"	Nelson and Sons	162-21-2549	F	Indian
654	1942/10/03	(Decimal('1.989495'), Decimal('0.938021'))	A-	Marie Stewart	"8695 Powell Turnpike
New Theodore, KS 12748"	Wood-Ellis	103-03-3261	F	White
655	06/20/1906, 00:00:00	(Decimal('-16.5560735'), Decimal('-12.298444'))	A+	Barbara Oliver	"5237 Christopher Street
New Colin, OK 61463"	Ryan PLC	856-65-7736	F	Black
656	2009/01/11	(Decimal('28.7727405'), Decimal('76.699067'))	O-	Jake Lopez MD	"96199 Thompson Expressway
Weeksborough, FL 18440"	Page and Sons	824-20-1192	M	Hawaiian
657	1972-04-22	(Decimal('-14.287013'), Decimal('87.099038'))	AB-	Roberto Fernandez	"691 Smith Knoll Apt. 160
Carolynmouth, CO 89580"	Mitchell-Lane	316-76-5060	M	Black
658	1976/12/21	(Decimal('15.3526825'), Decimal('175.769833'))	B-	Andrew Green	"2542 Roberts Spring Apt. 913
North Lacey, FL 88961"	Guerrero, Harrison and Matthews	243-22-6164	M	White
659	1924-01-29	(Decimal('0.611781'), Decimal('-83.342355'))	B+	Monica Williams	"346 Taylor Flat
New Robertland, NY 51710"	Freeman PLC	255-63-9551	F	Asian
660	30 Aug 1944	(Decimal('-12.975554'), Decimal('159.119388'))	B-	Johnathan Wilson	"38861 Lucas Well
Oliverview, UT 18196"	Kelley PLC	695-43-7862	M	White
661	2003-02-21	(Decimal('-50.3077045'), Decimal('-26.686068'))	A+	George Martin	"33147 Kevin Square
Davidville, GA 40935"	West, Roberts and Potter	840-32-0914	M	White
662	19 Aug 1937	(Decimal('48.8915065'), Decimal('-5.353235'))	AB-	Gabriel Hernandez	"397 Bishop Prairie Apt. 356
Frazierport, NY 12662"	Gross-Gray	673-52-8502	M	White
663	07 Sep 1924	(Decimal('7.2269925'), Decimal('41.016888'))	O-	Benjamin Martinez	"0796 Watson Rest Suite 803
New Richard, OH 33735"	Foster LLC	790-30-0868	M	White
664	01/09/1973, 00:00:00	(Decimal('7.654505'), Decimal('30.673955'))	B-	Elizabeth Knight	"7980 Zamora Mews
West Alyssa, NE 25441"	Gonzalez-Smith	359-87-4673	F	White
665	1965-07-09	(Decimal('24.904600'), Decimal('-59.263553'))	A-	Tim Kelley	"789 Jon Stravenue Apt. 198
East Susan, ME 36859"	Macdonald Inc	719-19-4141	M	White
666	07/11/2012, 00:00:00	(Decimal('-1.9770135'), Decimal('32.086177'))	A+	Alexander Smith	"448 Norris Summit
Patriciaton, ME 33037"	Brock-Jennings	370-90-4961	M	White
667	1947-11-16	(Decimal('50.251668'), Decimal('22.699640'))	O-	Donald Ball	"308 Alexis Ports Apt. 595
North Amandaland, KS 82675"	Thomas-Nixon	556-43-6890	M	Black
668	05/13/1966, 00:00:00	(Decimal('62.9511425'), Decimal('77.731601'))	AB+	Veronica Bishop	"6547 Susan Springs
Benjaminton, NV 91235"	Hunter LLC	830-94-0667	F	Indian
669	1980/12/27	(Decimal('-70.290827'), Decimal('-89.057753'))	AB-	Adrienne Brady	"4601 Mcgee Coves
Stephaniehaven, DE 24137"	Walker-Martinez	793-23-7280	F	Hawaiian
670	1946/02/07	(Decimal('58.034215'), Decimal('-118.677185'))	O-	Christopher Peters	"3444 Joseph Junction
Hooverville, TN 13866"	Brooks Inc	072-84-1766	M	Black
671	01 Aug 1909	(Decimal('-54.640043'), Decimal('-128.648017'))	O-	Brandon Baker DDS	"Unit 4000 Box 9963
DPO AA 32911"	Rodriguez, Cohen and Thomas	160-73-3301	M	Black
672	1980-10-26	(Decimal('-9.5272365'), Decimal('145.779669'))	AB-	Dana Crawford	"2290 Adrian Mission Apt. 035
South Morganview, NH 94078"	Jenkins, Baxter and Pearson	808-56-5822	F	White
673	1952/10/27	(Decimal('9.8697015'), Decimal('47.387244'))	AB-	Margaret Norton	"50931 Wallace Burgs Apt. 712
North Lisaport, PA 83347"	Hernandez and Sons	209-29-6442	F	Black
674	1918/08/10	(Decimal('55.5992675'), Decimal('-50.716442'))	A+	Patrick Parker	"8636 Barron Dam Suite 034
Lake Christopherside, MO 83118"	Barber-Klein	514-26-6799	M	White
675	1911-07-30	(Decimal('8.4003365'), Decimal('-101.787020'))	AB+	Cynthia Wilson	"2757 Brenda Walk Suite 095
East Erica, FL 32999"	Villa Group	704-49-1949	F	Black
676	1913/12/06	(Decimal('-7.3045015'), Decimal('157.366041'))	A-	Nicole Walker	"27056 King Radial Apt. 466
Amyville, NC 77425"	Solis, Johnson and Wilson	329-10-7845	F	Black
677	06/14/2010, 00:00:00	(Decimal('-2.401309'), Decimal('-145.645758'))	A+	Holly Walker	"62085 Roberts Springs Suite 755
South Johnview, OR 10730"	Bailey-Rodriguez	161-78-9092	F	White
678	1924/08/08	(Decimal('58.8264095'), Decimal('-69.096109'))	AB-	Elizabeth Ford	"Unit 0149 Box 1580
DPO AE 16803"	Ayers Inc	158-72-8664	F	Black
679	1962-03-07	(Decimal('-38.225894'), Decimal('154.551100'))	O+	Jennifer Flores	"382 Brooke Ford
Aprilhaven, SD 99204"	Keller-Anderson	469-19-7645	F	Asian
680	1989-09-26	(Decimal('-43.932705'), Decimal('-149.368563'))	AB+	Lisa Rosario	"5835 Brown Loaf
Brownberg, DE 01149"	Trevino Inc	244-91-8056	F	White
681	1991-10-09	(Decimal('-66.4824615'), Decimal('107.243030'))	B+	Lauren Carrillo	"4116 Ayers Union
North Thomas, NE 19464"	Hatfield, Gomez and Powers	547-57-6434	F	White
682	1927/05/18	(Decimal('14.486147'), Decimal('-44.146493'))	B-	Tyler Anderson	"4788 Kelly Club Suite 742
Tommyshire, AZ 56870"	Barrett, Duarte and Willis	845-49-4951	M	Indian
683	30 Nov 2014	(Decimal('-15.7875775'), Decimal('-50.686423'))	O-	Cathy Thomas	"293 Gonzales Ridges
Wyattport, FL 48673"	Riley-Bradley	555-16-1133	F	white
684	17 Feb 1920	(Decimal('57.0641935'), Decimal('17.123594'))	AB-	Autumn Fry	"5723 Sherri Heights
Thomashaven, UT 99778"	Anderson-Soto	120-27-7556	F	White
685	06/16/1917, 00:00:00	(Decimal('-41.4849775'), Decimal('44.223035'))	A+	Brent Paul	"084 James Walk
Bellborough, ME 82384"	Wright-Walker	329-70-5276	M	Black
686	1919-03-16	(Decimal('17.1345085'), Decimal('-70.692236'))	A-	Tracy Fields	"54268 Miller Overpass Apt. 976
Ambermouth, NY 01794"	Lane, Green and Smith	656-27-9397	F	Asian
687	1968/04/29	(Decimal('29.3345295'), Decimal('67.348163'))	B+	Kimberly White MD	"38002 Conley Vista Suite 661
South Sharon, HI 79982"	Johnson, Martin and Mills	828-14-4446	F	Indian
688	10/26/1921, 00:00:00	(Decimal('-82.796516'), Decimal('-32.126094'))	AB+	Lisa Martinez	"6288 Janet Heights Suite 117
Dunnmouth, KS 10901"	Moon, Schwartz and Berry	417-46-2991	F	Indian
689	04/04/1961, 00:00:00	(Decimal('-48.8003765'), Decimal('117.501176'))	A-	David Hoffman	"PSC 8572, Box 9144
APO AP 39225"	King, Edwards and Wood	884-45-6216	M	White
690	1911-07-18	(Decimal('1.3644925'), Decimal('4.084756'))	B+	Cynthia Walsh	"3400 Natalie Village Suite 925
Phyllishaven, OH 39269"	Goodman, Henry and Alvarez	365-18-8111	F	Hawaiian
691	1947-04-12	(Decimal('82.4640075'), Decimal('71.987920'))	AB+	David Kelly	"37354 Smith Vista
East Stephen, AZ 64255"	Clements, Smith and Oconnor	727-31-0808	M	White
692	07/19/1939, 00:00:00	(Decimal('-78.7947935'), Decimal('-170.688071'))	B+	Jordan Arroyo	"37481 Smith Cliffs
North Johnstad, WA 10875"	Gonzalez and Sons	545-64-0848	M	Black
693	1939-06-27	(Decimal('61.5167515'), Decimal('91.783601'))	B+	Charles Mason	"39370 Richard Stravenue
North Susanside, FL 13823"	Richardson Inc	878-85-3128	M	Hawaiian
694	14 Nov 2006	(Decimal('-68.142050'), Decimal('57.097100'))	A-	Laurie Brown	"38386 Carter Springs
West Mark, NH 35864"	Scott-Freeman	178-15-4731	F	White
695	30 Mar 1966	(Decimal('65.838774'), Decimal('149.132387'))	O+	David Tyler	"19881 Janet Islands
Robertchester, KS 73738"	Daniel-Garcia	887-85-1012	M	Asian
696	17 Dec 1991	(Decimal('57.574911'), Decimal('-32.385144'))	A-	Denise Wilson	"PSC 2569, Box 7910
APO AA 53916"	Gonzalez-Lawson	643-69-8339	F	White
697	1933-02-18	(Decimal('84.967981'), Decimal('-83.440058'))	A+	Thomas Flores	"3472 Farrell Ville
Adamfurt, CT 36729"	Gonzalez-Harmon	542-05-3887	M	White
698	11 Oct 1962	(Decimal('-54.2745475'), Decimal('-40.623385'))	O+	April Smith	"032 Lawson Land Suite 321
Port Cassandra, FL 85324"	Mann Inc	497-67-0388	F	White
699	1961/06/25	(Decimal('-48.671723'), Decimal('-107.739369'))	A-	Brett Williams	"Unit 7954 Box 6930
DPO AE 08519"	Pope, Aguilar and Gates	730-44-8048	M	black
700	1931/06/23	(Decimal('27.4845245'), Decimal('-64.666994'))	B-	Katherine Saunders	"646 Jason Heights
Pughberg, IN 00868"	Richardson Inc	175-52-6822	F	Asian
701	1915-11-17	(Decimal('52.6604435'), Decimal('123.386544'))	AB+	Vanessa Ortega	"336 Crystal Pines
Shawnhaven, PA 02212"	Mcguire PLC	061-07-5126	F	White
702	2001-02-18	(Decimal('35.4119355'), Decimal('126.221407'))	AB+	Steven Foley	"08284 Stephens Vista
Port Stephenton, NM 82896"	Sanchez, White and Silva	446-04-3473	M	Black
703	2014-02-05	(Decimal('-35.544917'), Decimal('-75.005569'))	AB+	Michael Brown	"30167 Gray Point
Port Courtney, HI 71567"	Martinez, Huang and Wilson	129-87-6468	M	Indian
704	11/25/2012, 00:00:00	(Decimal('19.9337485'), Decimal('9.110515'))	B-	Phillip Jennings	"20727 Charles Via Suite 482
Watsonview, MD 46680"	Thomas Inc	255-69-6288	M	White
705	1971-05-31	(Decimal('-4.862091'), Decimal('0.534939'))	O+	Alan Robinson	"PSC 3080, Box 1557
APO AP 18342"	Davis LLC	221-29-4732	M	White
706	2016-08-02	(Decimal('-29.6863765'), Decimal('-66.438029'))	AB+	Kristi Jones	"9352 Tanner Ways Suite 241
East Mary, KS 99135"	Hardy, Hammond and Collins	717-11-3906	F	Black
707	1910-08-23	(Decimal('40.271893'), Decimal('156.616785'))	AB-	Anthony Richard	"5414 Perez Plains Apt. 139
Codyport, SC 94919"	Bass, Fowler and Barton	748-27-3975	M	Black
708	03 Aug 1956	(Decimal('-69.584307'), Decimal('109.090940'))	AB+	Tyler Mann	"25322 Carlos Parkway Apt. 308
New Kristen, MS 11210"	Davis-Villarreal	462-65-3459	M	Black
709	04 Jan 1987	(Decimal('41.424126'), Decimal('-177.079623'))	AB-	Heidi Phillips	"Unit 0028 Box 1710
DPO AP 44787"	Gilbert-Taylor	879-79-3197	F	Asian
710	16 Dec 1959	(Decimal('-60.3095095'), Decimal('175.222836'))	A+	Stuart Rivera	"3019 Pamela Alley Suite 124
Port Ericview, MD 17480"	Turner-Robinson	003-29-8701	M	White
711	2004/07/19	(Decimal('22.651604'), Decimal('53.842979'))	O-	Roy Williams	"38566 Cheryl Fork Apt. 874
Madisonburgh, WV 89738"	Duncan-Martin	306-83-2571	M	Asian
712	1992-01-17	(Decimal('59.9879945'), Decimal('-150.898141'))	O-	Corey Levine	"587 James Stream
New Maryshire, MA 63129"	Le-Patton	814-42-2543	M	White
713	1977/04/10	(Decimal('-64.769673'), Decimal('-141.095623'))	AB-	Sean Phillips	"USS Gilbert
FPO AP 59807"	Warren, Gonzales and Sanchez	825-17-1007	M	White
714	1937/10/02	(Decimal('-36.871921'), Decimal('-172.791880'))	AB-	Jonathon Allen	"2344 Patricia Lodge Apt. 738
New Markburgh, SC 04102"	Whitaker-Lee	418-16-6751	M	White
715	12/14/1991, 00:00:00	(Decimal('-71.9235995'), Decimal('-40.777311'))	B+	Tina Smith	"80507 Kimberly Pike Suite 488
North Larry, AR 26361"	Jones-Cole	792-45-7116	F	Black
716	1957-02-02	(Decimal('63.7517815'), Decimal('59.001834'))	O+	Charles Bridges	"444 Katrina Crossroad Suite 712
South Matthew, OH 49752"	Barajas-Frye	398-43-7791	M	Black
717	07/06/2012, 00:00:00	(Decimal('49.5079275'), Decimal('100.940606'))	O-	Timothy Lopez	"PSC 2132, Box 1626
APO AP 17422"	Cole LLC	713-36-3414	M	Indian
718	1992-11-22	(Decimal('19.6798755'), Decimal('39.968962'))	B-	Amy Morgan	"7364 Billy Place
Eugenefort, CO 39284"	Henry Inc	081-40-2767	F	Black
719	01/01/1918, 00:00:00	(Decimal('-63.517200'), Decimal('62.106564'))	AB-	Rachel Knapp	"007 Miller Hills
Wallshire, SD 77528"	Lynch-Garner	015-93-6848	F	Black
720	06 Dec 2003	(Decimal('30.850707'), Decimal('-31.342770'))	AB+	Jessica Miller MD	"859 Barker Villages Apt. 560
Lake Crystal, NE 20862"	Li, Bautista and Gonzalez	623-49-0029	F	White
721	10/28/2001, 00:00:00	(Decimal('-38.338491'), Decimal('-142.155942'))	A-	Karen Mann	"8837 Meyer Ford Apt. 912
Wesleyfort, MO 23470"	Garcia-Vasquez	432-72-6942	F	black
722	03/15/2017, 00:00:00	(Decimal('-65.3955025'), Decimal('22.923078'))	A-	Sandy Bush	"4938 Franklin Drive
Lake Mary, IL 43329"	Baker-Donaldson	601-84-5621	F	White
723	07/05/1941, 00:00:00	(Decimal('-4.773681'), Decimal('-26.426080'))	A-	Ashley Reid	"914 Christopher Avenue Suite 285
Marshallville, MT 64331"	Blankenship-Bowman	030-48-1634	F	White
724	17 Jan 1988	(Decimal('-86.565233'), Decimal('-150.211067'))	O+	Charles Williams	"93628 Larry Circles
Lake Keithfort, WI 22599"	Cummings-Quinn	161-22-4404	M	Asian
725	27 Jul 1927	(Decimal('25.3732075'), Decimal('33.936211'))	A+	Mark Parrish	"94603 Michael Vista Suite 211
Brownville, SC 94741"	May, Hensley and Taylor	601-66-6613	M	White
726	06/21/1974, 00:00:00	(Decimal('-61.9435215'), Decimal('19.304471'))	AB-	Thomas Lopez	"28115 Jason Grove
Chapmanhaven, SC 81805"	Landry-Nelson	295-05-0521	M	Black
727	2011/07/18	(Decimal('50.739840'), Decimal('5.599208'))	B+	Jay Atkinson	"5720 Davis Junctions Suite 173
Angelaport, ID 09728"	Fitzgerald, Archer and Hall	273-41-3281	M	White
728	1962-03-02	(Decimal('80.9484705'), Decimal('178.810312'))	O+	Elaine Carson	"00865 Quinn Forge Apt. 835
Stevensview, NM 28696"	Anderson-Miller	488-63-1491	F	White
729	2019/11/27	(Decimal('-43.155804'), Decimal('-30.908438'))	AB+	Eric Howard	"71178 Adkins Ferry
Contrerashaven, LA 15046"	Brown, Rodriguez and Patterson	242-95-8414	M	White
730	2008-07-22	(Decimal('-53.4917055'), Decimal('-12.519438'))	O+	Zachary Nichols	"4606 Amanda Brook
Joannaville, IA 79372"	Miller, Watson and Blake	149-94-7364	M	Black
731	1969/11/29	(Decimal('-14.643468'), Decimal('74.978207'))	AB-	Kimberly Soto	"0005 David Manor Suite 643
North Sethberg, CA 18084"	James-Russell	883-42-4072	F	Black
732	09/20/1945, 00:00:00	(Decimal('64.8280075'), Decimal('-127.267350'))	B+	David Johnson	"70961 Jasmine Plain
New Melissatown, NY 44065"	Hernandez PLC	740-40-1481	M	Black
733	1966/06/19	(Decimal('44.210649'), Decimal('-172.727090'))	AB+	Bailey Richardson	"6143 Amy Shores
Salashaven, LA 61299"	Olson-Rodriguez	455-81-0919	F	White
734	12/12/1957, 00:00:00	(Decimal('82.474988'), Decimal('-114.692150'))	A+	Monique Beard	"2496 Nathan Track
Stewartburgh, MD 20307"	Nguyen-Turner	878-03-1366	F	White
735	01/02/1938, 00:00:00	(Decimal('-57.3840545'), Decimal('-153.792517'))	B+	Pamela Guzman	"69235 Brianna Ports
Gonzalezberg, OK 69475"	Rodriguez PLC	606-75-2969	F	Hawaiian
736	1912/11/15	(Decimal('62.1182155'), Decimal('-27.802521'))	AB+	Gina Jones	"9609 William Squares Apt. 476
Cainview, ID 58256"	Frederick LLC	654-92-1248	F	Black
737	1914/09/26	(Decimal('2.700012'), Decimal('136.536182'))	B-	Bryan Cabrera	"6543 Gabriel Dale Apt. 942
Lake Debbieburgh, HI 27567"	Bradley, Leon and Schultz	630-05-8315	M	White
738	22 Aug 2002	(Decimal('-69.432321'), Decimal('-107.764106'))	AB+	Terri Nash	"35961 Terrell Valley Suite 727
Port Thomas, NC 35449"	Jackson and Sons	288-98-8622	F	black
739	01/03/1965, 00:00:00	(Decimal('85.3730865'), Decimal('12.793814'))	O+	Daniel Davis	"22554 Angela Point
Dixonberg, GA 55309"	Hill, Brewer and Hall	142-40-0814	M	black
740	06 Dec 1974	(Decimal('-28.283660'), Decimal('-8.686274'))	B+	Troy Mooney	"Unit 5418 Box 8835
DPO AE 01463"	Mccall-Brown	167-85-0170	M	White
741	1925/08/09	(Decimal('-9.014519'), Decimal('149.748410'))	O-	Stephen Thompson	"7126 Ashley Street
Bellmouth, MO 31183"	Carney-Bell	134-36-6951	M	Indian
742	01/20/1933, 00:00:00	(Decimal('53.018232'), Decimal('-178.200536'))	O-	Grace Sanchez	"PSC 0112, Box 9263
APO AP 89166"	Gonzales, Cox and Baker	429-11-0438	F	Black
743	02 Jan 1941	(Decimal('71.305479'), Decimal('113.281391'))	A+	Dorothy Arnold	"37226 Fields Oval
Jenkinsburgh, SC 50257"	Torres, Herrera and Walker	269-98-3290	F	Indian
744	2019/03/08	(Decimal('-16.2512995'), Decimal('58.918420'))	A-	Tyler Baxter	"191 Christian Green Suite 822
Sanderschester, NE 18737"	Miller-Thomas	620-54-2751	M	White
745	1972/03/17	(Decimal('-12.424554'), Decimal('-6.027443'))	B-	Michelle Obrien	"53932 Gonzalez Skyway
North Kelly, GA 60690"	Jackson and Sons	464-69-6487	F	Black
746	08 Feb 2018	(Decimal('71.327992'), Decimal('69.809818'))	O+	Ashley Mitchell	"2194 Pace Hollow
Jonfurt, KS 85021"	Bell, King and Smith	228-84-2527	F	Black
747	1987/05/19	(Decimal('75.621936'), Decimal('-136.392976'))	O+	Patrick Walker	"Unit 3539 Box 2328
DPO AA 49084"	Cannon-Pierce	729-40-3390	M	Black
748	1978-05-19	(Decimal('3.7242435'), Decimal('131.095920'))	A-	Laura Dean	"6960 Samantha Keys Suite 475
Clarkshire, WI 92930"	Ray Ltd	763-77-9955	F	White
749	1934/02/08	(Decimal('-47.481772'), Decimal('35.838718'))	AB+	Jennifer Estes	"720 Ashley Lights Apt. 490
Owensbury, VT 16793"	Mercer Ltd	847-34-3704	F	Hawaiian
750	05 May 1986	(Decimal('1.705539'), Decimal('-102.523233'))	A-	Kyle Jennings	"049 Turner Oval
East Amber, NH 57614"	Johnson, Wagner and Roberts	498-05-0401	M	Asian
751	04/22/1955, 00:00:00	(Decimal('-81.276622'), Decimal('-23.849342'))	AB+	Julian House	"8821 Edwin Fords Suite 636
Philipton, OH 74296"	Graham, Porter and Morris	431-01-0883	M	White
752	02 Nov 1984	(Decimal('-74.010549'), Decimal('-83.991899'))	AB+	Sharon Mathews	"57792 Robin Unions
Jesseland, AK 28405"	Brown-Taylor	354-30-0290	F	White
753	1957/08/17	(Decimal('36.7858365'), Decimal('-116.125003'))	O-	Bradley Clarke	"4526 Tammy Mill
Michaelfurt, CA 79018"	Tucker, Ponce and Miller	609-69-9893	M	Black
754	2020/02/21	(Decimal('1.4353045'), Decimal('-162.396353'))	A+	Gail Yoder	"3636 Wilson Parkways
Nguyenhaven, NV 08011"	Castro, Franklin and Wilson	808-73-8834	F	White
755	04/16/1964, 00:00:00	(Decimal('67.028924'), Decimal('-55.699972'))	AB+	Shannon Thomas DDS	"8310 Jeffrey Mews Apt. 915
North William, DE 88303"	Thomas, Guzman and Velasquez	034-69-6076	F	White
756	2013/05/09	(Decimal('16.8662935'), Decimal('161.296299'))	B+	Patrick Smith	"101 Allison Bridge Apt. 093
Lake Trevor, MA 16897"	Lee, King and Higgins	839-17-2935	M	White
757	1925/12/20	(Decimal('30.4766565'), Decimal('37.027539'))	B+	Brandon Booth	"5712 Joseph Stravenue Suite 201
Dustinfurt, MA 31818"	Vazquez, Shannon and Garcia	096-67-3106	M	White
758	1975-03-01	(Decimal('-2.9282025'), Decimal('23.220018'))	AB+	Teresa Powers	"PSC 6449, Box 3179
APO AE 31739"	Walters-Green	691-33-6487	F	black
759	05/19/1947, 00:00:00	(Decimal('54.3473505'), Decimal('103.037604'))	B-	Veronica Suarez	"5718 Jennifer Curve Apt. 972
Lake Timothyborough, AL 10318"	Potts-Cain	120-58-8570	F	White
760	08/02/2013, 00:00:00	(Decimal('12.444285'), Decimal('-121.458613'))	B+	Tiffany Fisher	"96753 Gina Hills Suite 849
West Stevenmouth, IN 62736"	Church-Palmer	030-36-3148	F	White
761	1998-12-14	(Decimal('77.048889'), Decimal('-122.950099'))	A-	Cynthia Stewart	"962 Robles Circles Suite 520
North Kevin, AK 58036"	Mullen, Smith and Cobb	651-25-1952	F	White
762	1956/10/20	(Decimal('-6.1019145'), Decimal('-86.773257'))	B+	Calvin Harrell	"39732 Timothy Mews
Heatherville, WV 50348"	White, Hernandez and Mays	471-16-0802	M	White
763	2020-11-16	(Decimal('69.431158'), Decimal('3.707227'))	AB+	Robert Fitzpatrick	"23217 Anthony Plain Suite 752
Stephaniestad, OK 64754"	Carlson, Williams and Harris	172-51-4043	M	Black
764	1948/12/17	(Decimal('-55.3642265'), Decimal('84.452528'))	A+	Hunter Beard	"615 Chad Forges
New Christinetown, WY 61187"	Rivera and Sons	662-50-0539	M	Hawaiian
765	10 May 1966	(Decimal('-69.2795975'), Decimal('-69.925388'))	O-	Scott Blackwell	"38112 Jones Streets Suite 507
North Darrenland, WY 11313"	Perry Inc	615-16-9269	M	White
766	1943/07/30	(Decimal('-1.8198525'), Decimal('-35.222058'))	O-	Renee Carlson	"55111 Julia Mills
Port Theresa, ME 68545"	Young Ltd	211-97-8512	F	Indian
767	1999-08-29	(Decimal('25.460167'), Decimal('-85.319156'))	O-	Donna Hanna	"710 Clark Cliffs Apt. 971
Elizabethport, KS 17894"	Mitchell LLC	008-58-9097	F	White
768	15 Mar 1940	(Decimal('75.640748'), Decimal('15.570029'))	A+	Crystal Blankenship	"0992 Derrick Islands
West Stephenchester, NY 93001"	Evans, Young and Montgomery	470-68-5166	F	Asian
769	16 Mar 1939	(Decimal('-48.810970'), Decimal('127.295669'))	AB+	Ronald Shepherd	"58739 Christopher Mount Suite 546
Fieldsshire, MN 90439"	Grant-Kim	604-45-3257	M	White
770	11/19/1916, 00:00:00	(Decimal('44.229672'), Decimal('-125.657249'))	B-	Stephanie Walker	"913 Merritt Alley
East Jeremy, LA 62346"	Smith-Barry	085-94-1846	F	White
771	04/08/2017, 00:00:00	(Decimal('-23.5670935'), Decimal('104.051299'))	O-	Kayla Garner	"036 Bird Ports Apt. 025
Wilsonton, MT 65450"	Hopkins-Chavez	604-83-4867	F	Asian
772	16 Feb 1953	(Decimal('-89.480510'), Decimal('-134.454190'))	A-	Maria Turner	"261 Sarah Ridges Apt. 092
West Paulmouth, RI 65997"	Blake PLC	764-04-2093	F	Indian
773	2003/01/19	(Decimal('-32.374687'), Decimal('-40.193468'))	AB-	Stacy Ray	"73823 Alice Alley Suite 037
Cookbury, GA 29325"	Medina-Reid	097-15-1687	F	White
774	10/14/2007, 00:00:00	(Decimal('-37.128267'), Decimal('-74.074410'))	B+	Malik Howell	"USCGC Ramirez
FPO AA 30524"	Cooley-Patterson	321-37-8972	M	Black
775	1923/05/14	(Decimal('-70.1864375'), Decimal('168.403076'))	A+	Carrie Rodriguez	"1850 Barajas Landing Apt. 099
Kennethtown, WI 40454"	Clark-Fuentes	124-70-5978	F	White
776	17 May 2020	(Decimal('36.137338'), Decimal('-66.639347'))	A+	Christopher Vaughn	"0260 Traci Passage
New Jamesshire, HI 35532"	Diaz, Thompson and Kelly	791-08-1841	M	Black
777	18 Aug 1995	(Decimal('-56.2521715'), Decimal('89.505276'))	O-	Amanda Camacho	"03679 Harris Shores Apt. 757
North Cindy, VT 53701"	Mills-Dudley	567-61-8735	F	White
778	17 Sep 1976	(Decimal('-41.474772'), Decimal('-108.141459'))	B-	Nicholas Smith	"03931 Kelly Highway Suite 883
New Christopher, IN 62077"	Lopez Inc	025-40-8110	M	White
779	19 Feb 1975	(Decimal('-50.615720'), Decimal('33.943647'))	B+	Wyatt Bautista	"3592 Claudia Way
East Jennifermouth, WA 18776"	Berry PLC	294-51-3708	M	Black
780	27 Sep 1939	(Decimal('47.1754055'), Decimal('-56.508947'))	O-	Robert Jackson DVM	"69553 Lauren Stream
Jesseborough, VA 65567"	Johnson Inc	418-71-2879	M	White
781	1996/03/31	(Decimal('-41.3051605'), Decimal('103.702891'))	AB+	Anita Clark	"11454 Brian Greens
Cherylside, CT 41128"	Silva, Castro and Thompson	323-81-7713	F	Black
782	1926-12-30	(Decimal('36.7010415'), Decimal('-40.742053'))	O+	Erik Nguyen	"480 Marsh Glen Suite 788
Lake Christopherfurt, CT 51677"	Washington-Pratt	500-39-2967	M	Asian
